
2025-02-15,00:17:55,Woman Alone at Night,Una,"[31.4649, 76.2691]"
2025-02-15,00:18:48,SOS Gesture Detected,Delhi,"[28.6519, 77.2315]"
2025-02-15,00:20:07,Woman Alone at Night,Una,"[31.4649, 76.2691]"
2025-02-15,00:20:11,1 Female with 2 Males,Una,"[31.4649, 76.2691]"
2025-02-15,00:20:12,1 Female with 2 Males,Una,"[31.4649, 76.2691]"
2025-02-15,00:20:14,1 Female with 2 Males,Una,"[31.4649, 76.2691]"
2025-02-15,00:20:15,1 Female with 2 Males,Una,"[31.4649, 76.2691]"
2025-02-15,00:20:16,1 Female with 2 Males,Una,"[31.4649, 76.2691]"
2025-02-15,00:20:16,1 Female with 2 Males,Una,"[31.4649, 76.2691]"
2025-02-15,09:20:36,1 Female with 2 Males,Una,"[31.4649, 76.2691]"
